speaker,start_time,end_time,emotion,scores,text
TALIESIN,02:06:13,02:06:17,Disgust,"{'Anger': 0.003953349776566029, 'Calm': 0.001610589330084622, 'Disgust': 0.9425553679466248, 'Fear': 0.007582284510135651, 'Happy': 0.014159683138132095, 'Neutral': 0.006108815781772137, 'Sad': 0.022894732654094696, 'Surprised': 0.0011352024739608169}",I'm bring them down.
MATT,02:06:17,02:07:53,Disgust,"{'Anger': 0.0020535478834062815, 'Calm': 0.0013057284522801638, 'Disgust': 0.9441704750061035, 'Fear': 0.007157268468290567, 'Happy': 0.005251407623291016, 'Neutral': 0.004974351264536381, 'Sad': 0.034343257546424866, 'Surprised': 0.0007439390756189823}","Yeah, Viridian's doing the same, actually, as well. (laughter) The bonfire flames begin to fade a bit, as now the central focus is Yasha's performance. With each pluck resonating and echoing, and growing louder, the movements become more fluid, and for a woman who is so known amongst you for the volumetric rage and forceful brutality, there is an unexpected grace to the movements. The gentle shifting of the wrist, the swaying with each progressive pull. And as the eyes are still closed, and the lightning is still flashing, you see Yasha in a vulnerable light you've not really seen before. In a healing light. And as the song comes to a close, and the what some people would call the spirit that takes over, whatever it is, that muse within you that brought this song through in this moment, this very briefly stressful moment, you can't believe you did that. As the lightning fades, (applause)"
ASHLEY,02:07:53,02:07:57,Disgust,"{'Anger': 0.0020492905750870705, 'Calm': 0.0014911229955032468, 'Disgust': 0.9681174755096436, 'Fear': 0.003324046963825822, 'Happy': 0.0033603794872760773, 'Neutral': 0.0035524750128388405, 'Sad': 0.016922932118177414, 'Surprised': 0.0011823876993730664}","I put it in my bag, and I walk straight to the tree."
MATT,02:07:57,02:08:06,Sad,"{'Anger': 0.00021854994702152908, 'Calm': 0.003865535371005535, 'Disgust': 0.01040609646588564, 'Fear': 0.04131022095680237, 'Happy': 0.001052294159308076, 'Neutral': 0.00242086173966527, 'Sad': 0.9396275877952576, 'Surprised': 0.0010988611029461026}","And Yasha just runs away from it! (laughter) (as Viridian) ""Your friend is very talented."""
LAURA,02:08:06,02:08:07,Sad,"{'Anger': 0.00017561764980200678, 'Calm': 0.0052593476139009, 'Disgust': 0.006266574375331402, 'Fear': 0.027882171794772148, 'Happy': 0.0011634049005806446, 'Neutral': 0.008132843300700188, 'Sad': 0.9500997066497803, 'Surprised': 0.0010203253477811813}","Yes, she is."
TRAVIS,02:08:07,02:08:08,Sad,"{'Anger': 0.0001458502229070291, 'Calm': 0.00628067459911108, 'Disgust': 0.0036657198797911406, 'Fear': 0.013817906379699707, 'Happy': 0.00048181600868701935, 'Neutral': 0.0031465848442167044, 'Sad': 0.9712571501731873, 'Surprised': 0.001204315572977066}",She is!
TALIESIN,02:08:08,02:08:10,Sad,"{'Anger': 0.00012573755520861596, 'Calm': 0.004050918854773045, 'Disgust': 0.006006623152643442, 'Fear': 0.01257083099335432, 'Happy': 0.0004583015979733318, 'Neutral': 0.004059270489960909, 'Sad': 0.971928596496582, 'Surprised': 0.0007996737840585411}",Mm.
MARISHA,02:08:10,02:08:17,Disgust,"{'Anger': 0.002183119533583522, 'Calm': 0.0014069225871935487, 'Disgust': 0.962817907333374, 'Fear': 0.006241213995963335, 'Happy': 0.0038053318858146667, 'Neutral': 0.0023561990819871426, 'Sad': 0.019876090809702873, 'Surprised': 0.001313196960836649}","Yeah, we knew that. I mean, we've seen that like 100 times by now."
MATT,02:08:17,02:08:26,Sad,"{'Anger': 0.00026797939790412784, 'Calm': 0.002285246504470706, 'Disgust': 0.011823122389614582, 'Fear': 0.12846776843070984, 'Happy': 0.002745875855907798, 'Neutral': 0.014003432355821133, 'Sad': 0.839779794216156, 'Surprised': 0.0006267630378715694}","""Well, it is a joyous change of pace. Music is not something we get too often on this island."""
TRAVIS,02:08:26,02:08:28,Sad,"{'Anger': 0.00025076346355490386, 'Calm': 0.0032350856345146894, 'Disgust': 0.021648749709129333, 'Fear': 0.04332517087459564, 'Happy': 0.001571434666402638, 'Neutral': 0.0036566562484949827, 'Sad': 0.9253013134002686, 'Surprised': 0.0010108582209795713}","Why not, no musicians amongst you?"
MATT,02:08:28,02:08:34,Sad,"{'Anger': 0.0003214241296518594, 'Calm': 0.0031274084467440844, 'Disgust': 0.007991516031324863, 'Fear': 0.19490216672420502, 'Happy': 0.001518258941359818, 'Neutral': 0.0031071382109075785, 'Sad': 0.7875576615333557, 'Surprised': 0.0014744774671271443}","""We do, but they're terrible."" (laughter)"
TRAVIS,02:08:34,02:08:36,Sad,"{'Anger': 0.0002085469604935497, 'Calm': 0.004744943231344223, 'Disgust': 0.013881959952414036, 'Fear': 0.013189898803830147, 'Happy': 0.0006413146038539708, 'Neutral': 0.003508260939270258, 'Sad': 0.962796688079834, 'Surprised': 0.0010283604497089982}",We're glad to brighten your evening.
MATT,02:08:36,02:09:05,Sad,"{'Anger': 0.0004646551387850195, 'Calm': 0.0023732283152639866, 'Disgust': 0.023691726848483086, 'Fear': 0.20451797544956207, 'Happy': 0.003286179155111313, 'Neutral': 0.005186678376048803, 'Sad': 0.7594932317733765, 'Surprised': 0.0009862908627837896}","""Very much so."" Lukash goes, ""Well, I'm closing out for the evening. I'm a bit full, and I'm getting the sleepies. Have a good night, folks,"" and he stands up, and makes his way off. And Terra quietly just stands, not a word, and just gives a nod, and leaves. Viridian says, ""Make sure to get some rest, we have quite a trek tomorrow, and not the safest one, either, so be at your best."""
SAM,02:09:05,02:09:06,Fear,"{'Anger': 0.0007738751592114568, 'Calm': 0.00115070934407413, 'Disgust': 0.001806102693080902, 'Fear': 0.9575299620628357, 'Happy': 0.008541902527213097, 'Neutral': 0.0033555724658071995, 'Sad': 0.02530800737440586, 'Surprised': 0.001533946837298572}",See you in the morning!
MATT,02:09:06,02:09:07,Fear,"{'Anger': 0.0006494293338619173, 'Calm': 0.0009302294929511845, 'Disgust': 0.004503034986555576, 'Fear': 0.9393789768218994, 'Happy': 0.018601588904857635, 'Neutral': 0.0016363454051315784, 'Sad': 0.03270358964800835, 'Surprised': 0.0015969387022778392}","""Until then."""
LAURA,02:09:07,02:09:09,Happy,"{'Anger': 0.0031587807461619377, 'Calm': 0.0012922025052830577, 'Disgust': 0.0026288803201168776, 'Fear': 0.012768927961587906, 'Happy': 0.9734811782836914, 'Neutral': 0.002957084449008107, 'Sad': 0.0010559667134657502, 'Surprised': 0.0026569594629108906}",What time are we leaving?
MATT,02:09:09,02:09:14,Neutral,"{'Anger': 0.0013643113197758794, 'Calm': 0.0034798248670995235, 'Disgust': 0.015153269283473492, 'Fear': 0.011663670651614666, 'Happy': 0.026803236454725266, 'Neutral': 0.8932716846466064, 'Sad': 0.04733138158917427, 'Surprised': 0.0009326688596047461}","""Well, if you can, shortly after sunrise, would be preferable."""
LAURA,02:09:14,02:09:16,Sad,"{'Anger': 0.00010776241833809763, 'Calm': 0.004845183342695236, 'Disgust': 0.002668028464540839, 'Fear': 0.013649963773787022, 'Happy': 0.0006969323148950934, 'Neutral': 0.017676768824458122, 'Sad': 0.9598474502563477, 'Surprised': 0.0005078730173408985}","Tight, tight tight tight."
SAM,02:09:16,02:09:18,Sad,"{'Anger': 0.00021242833463475108, 'Calm': 0.003430526005104184, 'Disgust': 0.004756340757012367, 'Fear': 0.07787805050611496, 'Happy': 0.0009425304015167058, 'Neutral': 0.003297313116490841, 'Sad': 0.9083624482154846, 'Surprised': 0.0011204296024516225}",Ugh!
MATT,02:09:18,02:09:29,Sad,"{'Anger': 0.00039051013300195336, 'Calm': 0.0031391512602567673, 'Disgust': 0.02617638371884823, 'Fear': 0.050069767981767654, 'Happy': 0.0066514164209365845, 'Neutral': 0.07463449984788895, 'Sad': 0.838336169719696, 'Surprised': 0.0006021729204803705}","""I'll see you then,"" and Viridian stands up and makes her way off. The crowd's now starting to disperse a bit, people are starting to leave to their abodes here in the village of Vo."
LAURA,02:09:29,02:09:30,Sad,"{'Anger': 0.00011050028842873871, 'Calm': 0.0054519507102668285, 'Disgust': 0.0030031681526452303, 'Fear': 0.01088275108486414, 'Happy': 0.0004053331504110247, 'Neutral': 0.005318626761436462, 'Sad': 0.9739627838134766, 'Surprised': 0.0008648170623928308}",Yasha played really good!
TALIESIN,02:09:30,02:09:32,Disgust,"{'Anger': 0.002916577737778425, 'Calm': 0.0053106010891497135, 'Disgust': 0.8707408905029297, 'Fear': 0.012557491660118103, 'Happy': 0.02714455872774124, 'Neutral': 0.007294156588613987, 'Sad': 0.0686686635017395, 'Surprised': 0.005367147270590067}","That was, that was--"
MATT,02:09:32,02:09:36,Fear,"{'Anger': 0.0005360337672755122, 'Calm': 0.001917720539495349, 'Disgust': 0.013853638432919979, 'Fear': 0.6554111838340759, 'Happy': 0.009025131352245808, 'Neutral': 0.004216616041958332, 'Sad': 0.31366267800331116, 'Surprised': 0.0013769834768027067}","Yasha's still gone, by the way."
TALIESIN,02:09:36,02:09:38,Sad,"{'Anger': 0.00011817426275229082, 'Calm': 0.0047402228228747845, 'Disgust': 0.003795841708779335, 'Fear': 0.013772730715572834, 'Happy': 0.00047635743976570666, 'Neutral': 0.005176036152988672, 'Sad': 0.9711096286773682, 'Surprised': 0.000811095698736608}",Let's get somewhere safe.
SAM,02:09:38,02:09:42,Sad,"{'Anger': 0.00015297265781555325, 'Calm': 0.004299779888242483, 'Disgust': 0.008683467283844948, 'Fear': 0.014870204962790012, 'Happy': 0.000600481522269547, 'Neutral': 0.0038969116285443306, 'Sad': 0.9665989875793457, 'Surprised': 0.0008971516508609056}","Well, are we going to stay in the Doron's house?"
TALIESIN,02:09:42,02:09:43,Happy,"{'Anger': 0.0020861343946307898, 'Calm': 0.0017042957479134202, 'Disgust': 0.004583188332617283, 'Fear': 0.1511225700378418, 'Happy': 0.8281235098838806, 'Neutral': 0.0030909129418432713, 'Sad': 0.004987761843949556, 'Surprised': 0.004301649052649736}",But I'd say--
SAM,02:09:43,02:09:44,Disgust,"{'Anger': 0.001445394242182374, 'Calm': 0.005437425337731838, 'Disgust': 0.6259023547172546, 'Fear': 0.022702515125274658, 'Happy': 0.005583676043897867, 'Neutral': 0.005012383218854666, 'Sad': 0.3310457468032837, 'Surprised': 0.002870556665584445}",Put the bubble around it?
SAM,02:09:44,02:09:47,Happy,"{'Anger': 0.002436594804748893, 'Calm': 0.003230312140658498, 'Disgust': 0.028946025297045708, 'Fear': 0.08482325822114944, 'Happy': 0.8311610221862793, 'Neutral': 0.012261022813618183, 'Sad': 0.033940453082323074, 'Surprised': 0.003201377810910344}",Is that possible?
LAURA,02:09:47,02:09:48,Disgust,"{'Anger': 0.0021053238306194544, 'Calm': 0.0019273972138762474, 'Disgust': 0.8973875045776367, 'Fear': 0.012870864011347294, 'Happy': 0.016026858240365982, 'Neutral': 0.005585601553320885, 'Sad': 0.06290961056947708, 'Surprised': 0.001186884823255241}",Yeah.
MATT,02:09:48,02:09:52,Happy,"{'Anger': 0.0029228045605123043, 'Calm': 0.002261756220832467, 'Disgust': 0.04473521560430527, 'Fear': 0.20814645290374756, 'Happy': 0.6622911095619202, 'Neutral': 0.01903100125491619, 'Sad': 0.05907557159662247, 'Surprised': 0.0015360015677288175}","Okay, so you guys all head back to the hollowed out tree?"
LIAM,02:09:52,02:10:01,Sad,"{'Anger': 0.0002206225908594206, 'Calm': 0.0036783935502171516, 'Disgust': 0.009081920608878136, 'Fear': 0.039525266736745834, 'Happy': 0.0015493868850171566, 'Neutral': 0.011814719997346401, 'Sad': 0.9333752393722534, 'Surprised': 0.0007545133703388274}","Yeah, I will throw up the dome inside of it, the same color as the tree wood around it, and I will have Frumpkin sit up high and stay awake the entire night and watch."
MATT,02:10:01,02:10:02,Sad,"{'Anger': 0.00020120752742514014, 'Calm': 0.00529053620994091, 'Disgust': 0.008288531564176083, 'Fear': 0.0295645110309124, 'Happy': 0.0013312017545104027, 'Neutral': 0.005968035664409399, 'Sad': 0.9484397172927856, 'Surprised': 0.0009162055794149637}","Okay, everyone's heading back? Anyone want to look for Yasha?"
LAURA,02:10:02,02:10:05,Sad,"{'Anger': 0.00036554192774929106, 'Calm': 0.0048101432621479034, 'Disgust': 0.030212650075554848, 'Fear': 0.03349582478404045, 'Happy': 0.0027992920950055122, 'Neutral': 0.007729602046310902, 'Sad': 0.9194672703742981, 'Surprised': 0.0011196089908480644}","I'm going to send a message to Yasha, because I don't know where she went."
MATT,02:10:05,02:10:06,Neutral,"{'Anger': 0.0017227231292054057, 'Calm': 0.006066527683287859, 'Disgust': 0.005966468248516321, 'Fear': 0.0040911841206252575, 'Happy': 0.0146934287622571, 'Neutral': 0.9460422992706299, 'Sad': 0.020029792562127113, 'Surprised': 0.0013875577133148909}",Okay.
LAURA,02:10:06,02:10:17,Fear,"{'Anger': 0.0007535588811151683, 'Calm': 0.0015907000051811337, 'Disgust': 0.00409260019659996, 'Fear': 0.8822953104972839, 'Happy': 0.004125483799725771, 'Neutral': 0.002454163506627083, 'Sad': 0.10331680625677109, 'Surprised': 0.001371411606669426}",Yasha! You played so good! We're all heading back to the tree house! Come back! You pooping? (laughter)
MARISHA,02:10:17,02:10:19,Fear,"{'Anger': 0.0007011147681623697, 'Calm': 0.0016519773053005338, 'Disgust': 0.0041668289341032505, 'Fear': 0.8795195817947388, 'Happy': 0.004229334183037281, 'Neutral': 0.002255487721413374, 'Sad': 0.1059393361210823, 'Surprised': 0.0015364463906735182}",♪ Yasha come back! ♪
ASHLEY,02:10:19,02:10:21,Fear,"{'Anger': 0.0006416280521079898, 'Calm': 0.0017466078279539943, 'Disgust': 0.004456339869648218, 'Fear': 0.9113180637359619, 'Happy': 0.0046615200117230415, 'Neutral': 0.0013958151685073972, 'Sad': 0.07285965234041214, 'Surprised': 0.0029203935991972685}","I'm already, here in the tree house."
LAURA,02:10:21,02:10:22,Disgust,"{'Anger': 0.004058165475726128, 'Calm': 0.0015179282054305077, 'Disgust': 0.9589961767196655, 'Fear': 0.005259261932224035, 'Happy': 0.007948718965053558, 'Neutral': 0.005376152694225311, 'Sad': 0.014905036427080631, 'Surprised': 0.0019383914768695831}","Oh! Well, I didn't need to waste the fucking spell."
ASHLEY,02:10:22,02:10:26,Sad,"{'Anger': 0.0019478434696793556, 'Calm': 0.005271841771900654, 'Disgust': 0.13793860375881195, 'Fear': 0.3330362141132355, 'Happy': 0.14645297825336456, 'Neutral': 0.008382701314985752, 'Sad': 0.36218780279159546, 'Surprised': 0.004781920462846756}",I'll you guys in just a moment.
MATT,02:10:26,02:10:33,Happy,"{'Anger': 0.00788094662129879, 'Calm': 0.012545276433229446, 'Disgust': 0.0591350793838501, 'Fear': 0.041773173958063126, 'Happy': 0.7039632201194763, 'Neutral': 0.007564990781247616, 'Sad': 0.010410184040665627, 'Surprised': 0.15672717988491058}","You hear that just as you're opening the door, (creaking) she's, like, right there talking to you, it's that weird moment when you're both on the phone, but you both went to the same room, there's that."
TALIESIN,02:10:33,02:10:35,Disgust,"{'Anger': 0.0038650245405733585, 'Calm': 0.010438403114676476, 'Disgust': 0.6666118502616882, 'Fear': 0.04949453845620155, 'Happy': 0.14646053314208984, 'Neutral': 0.008101106621325016, 'Sad': 0.09432083368301392, 'Surprised': 0.0207076258957386}","We're hearing it, and like, the delay."
ASHLEY,02:10:35,02:10:37,Happy,"{'Anger': 0.00675880117341876, 'Calm': 0.005176079925149679, 'Disgust': 0.3869117796421051, 'Fear': 0.03227366507053375, 'Happy': 0.5271074175834656, 'Neutral': 0.007723749149590731, 'Sad': 0.025984829291701317, 'Surprised': 0.008063670247793198}","I'm, like, in my head and then also--"
LAURA,02:10:37,02:10:38,Fear,"{'Anger': 0.0007193013443611562, 'Calm': 0.0014726936351507902, 'Disgust': 0.0045721400529146194, 'Fear': 0.9368571043014526, 'Happy': 0.00938014779239893, 'Neutral': 0.0011756087187677622, 'Sad': 0.04270688071846962, 'Surprised': 0.0031161243095993996}",It's so weird! Random!
LAURA,02:10:38,02:10:40,Sad,"{'Anger': 0.0004012385616078973, 'Calm': 0.005025058053433895, 'Disgust': 0.016264284029603004, 'Fear': 0.18365037441253662, 'Happy': 0.0021567402873188257, 'Neutral': 0.0024172631092369556, 'Sad': 0.7868914008140564, 'Surprised': 0.003193606622517109}",I've never done that before! I've never done that before!
ASHLEY,02:10:40,02:10:42,Sad,"{'Anger': 0.00022441422333940864, 'Calm': 0.0041101486422121525, 'Disgust': 0.005578562617301941, 'Fear': 0.1058148518204689, 'Happy': 0.0015119852032512426, 'Neutral': 0.002936132252216339, 'Sad': 0.8784191012382507, 'Surprised': 0.0014047883450984955}","Yeah, that was cool."
TALIESIN,02:10:42,02:10:45,Disgust,"{'Anger': 0.0032594772055745125, 'Calm': 0.006250912789255381, 'Disgust': 0.7297976613044739, 'Fear': 0.01946067623794079, 'Happy': 0.01154840737581253, 'Neutral': 0.013002513907849789, 'Sad': 0.21259145438671112, 'Surprised': 0.004088906571269035}","Hard to get a ley line out here, it's all very, yeah."
MARISHA,02:10:45,02:10:46,Sad,"{'Anger': 0.0002711476699914783, 'Calm': 0.003927945159375668, 'Disgust': 0.026919979602098465, 'Fear': 0.034765228629112244, 'Happy': 0.0010869173565879464, 'Neutral': 0.0023721966426819563, 'Sad': 0.9293727874755859, 'Surprised': 0.0012838462134823203}",It's too real.
LAURA,02:10:46,02:10:51,Fear,"{'Anger': 0.0015482602175325155, 'Calm': 0.0016578644281253219, 'Disgust': 0.044607117772102356, 'Fear': 0.8648219108581543, 'Happy': 0.015955382958054543, 'Neutral': 0.0013963161036372185, 'Sad': 0.06657525897026062, 'Surprised': 0.0034379935823380947}",Stupid! (laughter)
SAM,02:10:51,02:10:52,Sad,"{'Anger': 0.00016777680139057338, 'Calm': 0.004326986148953438, 'Disgust': 0.003214447060599923, 'Fear': 0.043125253170728683, 'Happy': 0.0006327068549580872, 'Neutral': 0.0035643582232296467, 'Sad': 0.9436124563217163, 'Surprised': 0.001356058637611568}",So we're safe!
TALIESIN,02:10:52,02:10:53,Happy,"{'Anger': 0.0026502301916480064, 'Calm': 0.001116605126298964, 'Disgust': 0.0029116079676896334, 'Fear': 0.030547989532351494, 'Happy': 0.9563868641853333, 'Neutral': 0.0026314298156648874, 'Sad': 0.0015735771739855409, 'Surprised': 0.002181663876399398}",Well.
MATT,02:10:53,02:11:12,Disgust,"{'Anger': 0.005910630337893963, 'Calm': 0.00399364810436964, 'Disgust': 0.6860938668251038, 'Fear': 0.056321702897548676, 'Happy': 0.16066353023052216, 'Neutral': 0.011355560272932053, 'Sad': 0.07229799032211304, 'Surprised': 0.0033630961552262306}","The door's closed. So you complete the ritual to form the dome, which (whooshing) encompasses the majority of the interior of the floor here. The tree is pretty thick, you only have maybe about a 15, you know, a little over 15-foot diameter in this interior space, so the dome fills most of it."
TRAVIS,02:11:12,02:11:15,Disgust,"{'Anger': 0.00972705613821745, 'Calm': 0.004788998514413834, 'Disgust': 0.7406064867973328, 'Fear': 0.011252623051404953, 'Happy': 0.2054634988307953, 'Neutral': 0.008195874281227589, 'Sad': 0.011223984882235527, 'Surprised': 0.008741519413888454}",You have a diamond that you're going to offer tomorrow?
SAM,02:11:15,02:11:17,Fear,"{'Anger': 0.000963213387876749, 'Calm': 0.0019628051668405533, 'Disgust': 0.0063277664594352245, 'Fear': 0.9354420304298401, 'Happy': 0.012432277202606201, 'Neutral': 0.0013274792581796646, 'Sad': 0.03623325005173683, 'Surprised': 0.0053111957386136055}","It's just a small diamond, it's like a stud. Just a little stud."
LAURA,02:11:17,02:11:18,Fear,"{'Anger': 0.0007285317406058311, 'Calm': 0.0018171031260862947, 'Disgust': 0.00781859178096056, 'Fear': 0.8353036642074585, 'Happy': 0.004379686433821917, 'Neutral': 0.0019283597357571125, 'Sad': 0.14632783830165863, 'Surprised': 0.0016961281653493643}",It's a dinky diamond.
SAM,02:11:18,02:11:19,Sad,"{'Anger': 0.000852106895763427, 'Calm': 0.00693173985928297, 'Disgust': 0.07099519670009613, 'Fear': 0.12381472438573837, 'Happy': 0.010742812417447567, 'Neutral': 0.005909724626690149, 'Sad': 0.7771625518798828, 'Surprised': 0.003591106506064534}",It's a 50 gold diamond.
TRAVIS,02:11:19,02:11:22,Sad,"{'Anger': 0.0021498410496860743, 'Calm': 0.006394675001502037, 'Disgust': 0.3445630371570587, 'Fear': 0.14580801129341125, 'Happy': 0.0586421824991703, 'Neutral': 0.008561852388083935, 'Sad': 0.4292825758457184, 'Surprised': 0.0045978301204741}","We have, like, platinum and gold, and stuff."
LAURA,02:11:22,02:11:26,Disgust,"{'Anger': 0.0034851713571697474, 'Calm': 0.0014510874170809984, 'Disgust': 0.9782243371009827, 'Fear': 0.0017791611608117819, 'Happy': 0.005108875222504139, 'Neutral': 0.0031624131370335817, 'Sad': 0.005111328791826963, 'Surprised': 0.001677686464972794}","I don't want to give him platinum! I don't care about this stupid god, anyway."
SAM,02:11:26,02:11:33,Happy,"{'Anger': 0.007478420156985521, 'Calm': 0.014166957698762417, 'Disgust': 0.08931883424520493, 'Fear': 0.11068670451641083, 'Happy': 0.4820241928100586, 'Neutral': 0.005742216017097235, 'Sad': 0.0169120654463768, 'Surprised': 0.27367058396339417}","Well, yeah, but we got to give him something worthy enough to get permission for your convention. I mean, don't you want that?"
LAURA,02:11:33,02:11:44,Happy,"{'Anger': 0.0037398727145045996, 'Calm': 0.001572292996570468, 'Disgust': 0.005273223854601383, 'Fear': 0.007632728200405836, 'Happy': 0.9738798141479492, 'Neutral': 0.003767528338357806, 'Sad': 0.0013058580225333571, 'Surprised': 0.002828702563419938}","Well yeah, but like, I'm just going to like-- the Traveler's going to come, he's going to talk to Avocado, and then he's going to be like, ""Hey man. I'm a god, you're a god--"""
SAM,02:11:44,02:11:51,Disgust,"{'Anger': 0.008292361162602901, 'Calm': 0.014521891251206398, 'Disgust': 0.44658371806144714, 'Fear': 0.09898652136325836, 'Happy': 0.2588525712490082, 'Neutral': 0.005393669940531254, 'Sad': 0.03575300797820091, 'Surprised': 0.13161630928516388}","Yeah, but shouldn't we get on the right foot? I feel like if we just give a little bit of something nice up front, it could go a long way."
LAURA,02:11:51,02:11:56,Disgust,"{'Anger': 0.005650348961353302, 'Calm': 0.002791173756122589, 'Disgust': 0.9175875186920166, 'Fear': 0.005468854680657387, 'Happy': 0.05052021145820618, 'Neutral': 0.004678837023675442, 'Sad': 0.009256277233362198, 'Surprised': 0.004046823363751173}","What if Avocado really is a god, though? And the Traveler's like, ""Ew."""
TALIESIN,02:11:56,02:11:57,Sad,"{'Anger': 0.0001241466961801052, 'Calm': 0.005838653072714806, 'Disgust': 0.003023935714736581, 'Fear': 0.013540655374526978, 'Happy': 0.0004273768572602421, 'Neutral': 0.004361662082374096, 'Sad': 0.9716585278511047, 'Surprised': 0.0010249587940052152}",I don't--
TRAVIS,02:11:57,02:12:12,Sad,"{'Anger': 0.000287482951534912, 'Calm': 0.0042141033336520195, 'Disgust': 0.010673696175217628, 'Fear': 0.06936255842447281, 'Happy': 0.0016406964277848601, 'Neutral': 0.004444229416549206, 'Sad': 0.9078505635261536, 'Surprised': 0.001526732463389635}","Well, if he is a god, I don't know that he or they would appreciate you calling them Avocado. But maybe we should just, you know, be a good representative for the Traveler, and then let the Traveler do his, you know, thing."
LAURA,02:12:12,02:12:17,Sad,"{'Anger': 0.0005072771455161273, 'Calm': 0.0046286797150969505, 'Disgust': 0.049425121396780014, 'Fear': 0.02829410694539547, 'Happy': 0.009003845043480396, 'Neutral': 0.04374963045120239, 'Sad': 0.8635497093200684, 'Surprised': 0.0008417048957198858}","You want to be a good representative for the Traveler, Fjord?"
TRAVIS,02:12:17,02:12:18,Sad,"{'Anger': 0.00013305906031746417, 'Calm': 0.00501352408900857, 'Disgust': 0.004889566916972399, 'Fear': 0.01091926358640194, 'Happy': 0.0003885393962264061, 'Neutral': 0.004103482700884342, 'Sad': 0.9735376834869385, 'Surprised': 0.0010149158770218492}",Do I?
LAURA,02:12:18,02:12:20,Happy,"{'Anger': 0.007430798839777708, 'Calm': 0.004438112489879131, 'Disgust': 0.015793362632393837, 'Fear': 0.00794158224016428, 'Happy': 0.9291693568229675, 'Neutral': 0.009325159713625908, 'Sad': 0.0021306616254150867, 'Surprised': 0.02377096191048622}","Yeah, is that what you want?"
TRAVIS,02:12:20,02:12:23,Happy,"{'Anger': 0.0022412948310375214, 'Calm': 0.002969173714518547, 'Disgust': 0.007759885396808386, 'Fear': 0.08461905270814896, 'Happy': 0.8802533149719238, 'Neutral': 0.006564359646290541, 'Sad': 0.00848202034831047, 'Surprised': 0.0071108341217041016}",Is that what you want us to be?
ASHLEY,02:12:23,02:12:35,Sad,"{'Anger': 0.00044580292887985706, 'Calm': 0.0037897732108831406, 'Disgust': 0.06586486101150513, 'Fear': 0.10299984365701675, 'Happy': 0.0034791394136846066, 'Neutral': 0.003270381595939398, 'Sad': 0.8180950880050659, 'Surprised': 0.0020551455672830343}","And also if, you know, Avocado is a real god, then maybe, he won't be threatened by the Traveler, you know? Because-"
MARISHA,02:12:35,02:12:37,Sad,"{'Anger': 0.0004210646147839725, 'Calm': 0.003076893975958228, 'Disgust': 0.010214832611382008, 'Fear': 0.2454674243927002, 'Happy': 0.0015742193209007382, 'Neutral': 0.002948337234556675, 'Sad': 0.734845757484436, 'Surprised': 0.0014514644863083959}","He shouldn't be, right?"
ASHLEY,02:12:37,02:12:38,Disgust,"{'Anger': 0.0018051633378490806, 'Calm': 0.0020810954738408327, 'Disgust': 0.9410640001296997, 'Fear': 0.004175139591097832, 'Happy': 0.002795774256810546, 'Neutral': 0.005061045289039612, 'Sad': 0.04146949201822281, 'Surprised': 0.0015483747702091932}",Yeah.
LAURA,02:12:38,02:12:45,Disgust,"{'Anger': 0.0035808042157441378, 'Calm': 0.0017679467564448714, 'Disgust': 0.9579819440841675, 'Fear': 0.003056297078728676, 'Happy': 0.010395359247922897, 'Neutral': 0.007969706319272518, 'Sad': 0.014011615887284279, 'Surprised': 0.0012362819397822022}","Well, he should be, because the Traveler is still pretty amazing, and very powerful, so."
MARISHA,02:12:45,02:12:51,Disgust,"{'Anger': 0.0028432731050997972, 'Calm': 0.002036578021943569, 'Disgust': 0.9581649899482727, 'Fear': 0.0046225255355238914, 'Happy': 0.012112975120544434, 'Neutral': 0.0035294091794639826, 'Sad': 0.014736056327819824, 'Surprised': 0.001954161562025547}","Well, but you hope someone is, like, secure in themselves for our benefit, right?"
LAURA,02:12:51,02:12:53,Happy,"{'Anger': 0.003947307821363211, 'Calm': 0.002185617107897997, 'Disgust': 0.038191262632608414, 'Fear': 0.020531632006168365, 'Happy': 0.9156224727630615, 'Neutral': 0.0075790975242853165, 'Sad': 0.009835708886384964, 'Surprised': 0.0021068856585770845}",I mean. (stammering)
MARISHA,02:12:53,02:12:54,Happy,"{'Anger': 0.002753456588834524, 'Calm': 0.001268695225007832, 'Disgust': 0.005491455085575581, 'Fear': 0.015697402879595757, 'Happy': 0.9678838849067688, 'Neutral': 0.0028527819085866213, 'Sad': 0.0018399140099063516, 'Surprised': 0.0022124687675386667}",Do we want a god fight? We don't want a god fight.
LAURA,02:12:54,02:12:55,Happy,"{'Anger': 0.0032338488381356, 'Calm': 0.0014913033228367567, 'Disgust': 0.0025807139463722706, 'Fear': 0.014038574881851673, 'Happy': 0.9704411625862122, 'Neutral': 0.0028641121461987495, 'Sad': 0.0009899253491312265, 'Surprised': 0.00436035729944706}","Hey, Yasha!"
TRAVIS,02:12:55,02:12:57,Surprised,"{'Anger': 0.012643263675272465, 'Calm': 0.01408807747066021, 'Disgust': 0.029611876234412193, 'Fear': 0.07620854675769806, 'Happy': 0.18266452848911285, 'Neutral': 0.003347976366057992, 'Sad': 0.007822910323739052, 'Surprised': 0.6736127734184265}","Only one of them is a god, right?"
