speaker,start_time,end_time,emotion,scores,text
LIAM,00:47:25,00:47:27,Sad,"{'Anger': 0.0007808011141605675, 'Calm': 0.004420180805027485, 'Disgust': 0.08066234737634659, 'Fear': 0.12393760681152344, 'Happy': 0.011846317909657955, 'Neutral': 0.005867932923138142, 'Sad': 0.7707708477973938, 'Surprised': 0.0017139995470643044}",I assumed we would be location scouting.
LAURA,00:47:27,00:47:28,Sad,"{'Anger': 0.0005008097505196929, 'Calm': 0.007149321958422661, 'Disgust': 0.016689317300915718, 'Fear': 0.02539261244237423, 'Happy': 0.0029690961819142103, 'Neutral': 0.06804879754781723, 'Sad': 0.8780688643455505, 'Surprised': 0.0011811667354777455}","Yeah, yeah, yeah, yeah!"
LIAM,00:47:28,00:47:37,Sad,"{'Anger': 0.0034573732409626245, 'Calm': 0.020340749993920326, 'Disgust': 0.13536526262760162, 'Fear': 0.1202145516872406, 'Happy': 0.0626508966088295, 'Neutral': 0.05239497125148773, 'Sad': 0.5936537981033325, 'Surprised': 0.011922376230359077}","And find a proper place for your guests to arrive and stay whether it's this village or somewhere else, and you want to get the lay of the land before you talk with the big cheese?"
LAURA,00:47:37,00:47:42,Happy,"{'Anger': 0.0027163620106875896, 'Calm': 0.0015238253399729729, 'Disgust': 0.0035534119233489037, 'Fear': 0.0674261748790741, 'Happy': 0.9152671098709106, 'Neutral': 0.002439064672216773, 'Sad': 0.002254926133900881, 'Surprised': 0.004819069989025593}","Yeah! I know, I got to tell him where to let everybody go!"
MARISHA,00:47:42,00:47:51,Disgust,"{'Anger': 0.002835453487932682, 'Calm': 0.001493109855800867, 'Disgust': 0.9769858717918396, 'Fear': 0.0020990241318941116, 'Happy': 0.0036424959544092417, 'Neutral': 0.0031088409014046192, 'Sad': 0.008347148075699806, 'Surprised': 0.0014880868839100003}","But that is an excellent point. I mean, this island is a lot bigger than we anticipated. How do we know how to direct people when they land? There could be beaches all around this island?"
LAURA,00:47:51,00:47:57,Happy,"{'Anger': 0.004336421377956867, 'Calm': 0.0018128660740330815, 'Disgust': 0.00880958791822195, 'Fear': 0.007408716715872288, 'Happy': 0.9680706262588501, 'Neutral': 0.004597315099090338, 'Sad': 0.0016262216959148645, 'Surprised': 0.0033381269313395023}","Well we say-- if we are going to Heaven Falls, we go, ""Land on the north side of the beach."""
MARISHA,00:47:57,00:47:59,Sad,"{'Anger': 0.00017139721603598446, 'Calm': 0.004608067683875561, 'Disgust': 0.009194767102599144, 'Fear': 0.01756192371249199, 'Happy': 0.0007387322839349508, 'Neutral': 0.0027174106799066067, 'Sad': 0.9639816880226135, 'Surprised': 0.0010261045536026359}",Have the Traveler disseminate?
TRAVIS,00:47:59,00:48:01,Sad,"{'Anger': 0.00015675940085202456, 'Calm': 0.0060781207866966724, 'Disgust': 0.00369636039249599, 'Fear': 0.03895091265439987, 'Happy': 0.0008809639257378876, 'Neutral': 0.0031127973925322294, 'Sad': 0.9457883238792419, 'Surprised': 0.0013357086572796106}",How are you communicating this?
LAURA,00:48:01,00:48:04,Fear,"{'Anger': 0.0004938736674375832, 'Calm': 0.0034568151459097862, 'Disgust': 0.004043534863740206, 'Fear': 0.6449124813079834, 'Happy': 0.0027767762076109648, 'Neutral': 0.0033117197453975677, 'Sad': 0.3387328088283539, 'Surprised': 0.0022719239350408316}","Because I'm going to tell the Traveler, and he's going to tell everyone."
LIAM,00:48:04,00:48:10,Sad,"{'Anger': 0.00019184807024430484, 'Calm': 0.0034832218661904335, 'Disgust': 0.01486135646700859, 'Fear': 0.02655257284641266, 'Happy': 0.0009757610387168825, 'Neutral': 0.004449569620192051, 'Sad': 0.9487012624740601, 'Surprised': 0.0007844098727218807}",I also can create some sort of a beacon for your fellow acolytes to come to.
LAURA,00:48:10,00:48:12,Fear,"{'Anger': 0.0011385848047211766, 'Calm': 0.0012330154422670603, 'Disgust': 0.004133362788707018, 'Fear': 0.8957034945487976, 'Happy': 0.07446803152561188, 'Neutral': 0.0028075522277504206, 'Sad': 0.018104737624526024, 'Surprised': 0.0024112635292112827}","Oh, so it can shoot up in the air or something?"
LIAM,00:48:12,00:48:13,Happy,"{'Anger': 0.008898529224097729, 'Calm': 0.007817170582711697, 'Disgust': 0.2408260703086853, 'Fear': 0.1269558072090149, 'Happy': 0.5220445990562439, 'Neutral': 0.01146273035556078, 'Sad': 0.06737297028303146, 'Surprised': 0.014622089453041553}","Well yeah, I can put something in to-"
LAURA,00:48:13,00:48:14,Surprised,"{'Anger': 0.006830902304500341, 'Calm': 0.013372713699936867, 'Disgust': 0.008296257816255093, 'Fear': 0.1662081927061081, 'Happy': 0.3160664141178131, 'Neutral': 0.005535305477678776, 'Sad': 0.009437313303351402, 'Surprised': 0.4742529094219208}",Like search lights?
SAM,00:48:14,00:48:18,Happy,"{'Anger': 0.00382322003133595, 'Calm': 0.006120983045548201, 'Disgust': 0.006879854016005993, 'Fear': 0.13545702397823334, 'Happy': 0.7593240141868591, 'Neutral': 0.003887753002345562, 'Sad': 0.005549672059714794, 'Surprised': 0.0789574682712555}","Or we can make a bonfire, at least, with smoke coming up and?"
LAURA,00:48:18,00:48:23,Disgust,"{'Anger': 0.003240276360884309, 'Calm': 0.00396547419950366, 'Disgust': 0.5722535252571106, 'Fear': 0.1507786363363266, 'Happy': 0.07378943264484406, 'Neutral': 0.0055407374165952206, 'Sad': 0.186578169465065, 'Surprised': 0.0038538065273314714}","Oh man, I put the banner at the other side! I have to go back and get the fucking banner. (laughter)"
TRAVIS,00:48:23,00:48:25,Disgust,"{'Anger': 0.0034366408362984657, 'Calm': 0.004074361175298691, 'Disgust': 0.8021267652511597, 'Fear': 0.05792203173041344, 'Happy': 0.057042527943849564, 'Neutral': 0.0037427537608891726, 'Sad': 0.06485806405544281, 'Surprised': 0.00679678563028574}",Just let that banner go. It's fine.
SAM,00:48:25,00:48:32,Fear,"{'Anger': 0.0013868373353034258, 'Calm': 0.006612543947994709, 'Disgust': 0.054122865200042725, 'Fear': 0.5388680100440979, 'Happy': 0.09690719097852707, 'Neutral': 0.006570326630026102, 'Sad': 0.2861744165420532, 'Surprised': 0.009357880800962448}","No, no wait, I have some stuff, too, that I should get, maybe we can have Marius run it up to us."
MARISHA,00:48:32,00:48:33,Fear,"{'Anger': 0.0014653385151177645, 'Calm': 0.0013858081074431539, 'Disgust': 0.005128595512360334, 'Fear': 0.6209037899971008, 'Happy': 0.3507763743400574, 'Neutral': 0.004260985646396875, 'Sad': 0.012714016251266003, 'Surprised': 0.003365125274285674}",We could just sail around the island.
LAURA,00:48:33,00:48:38,Happy,"{'Anger': 0.01329658180475235, 'Calm': 0.00455631734803319, 'Disgust': 0.3927232325077057, 'Fear': 0.014612753875553608, 'Happy': 0.5464568138122559, 'Neutral': 0.010645837523043156, 'Sad': 0.011667139828205109, 'Surprised': 0.006041334476321936}",Marius? Please. He would lose his memory in two seconds and be stuck here forever.
MARISHA,00:48:38,00:48:39,Sad,"{'Anger': 0.00013271960779093206, 'Calm': 0.0051414333283901215, 'Disgust': 0.005495139863342047, 'Fear': 0.009511280804872513, 'Happy': 0.00037342827999964356, 'Neutral': 0.004538582172244787, 'Sad': 0.9738492369651794, 'Surprised': 0.0009580746409483254}","Yeah, he does suck."
SAM,00:48:39,00:48:41,Happy,"{'Anger': 0.003499682294204831, 'Calm': 0.0024290638975799084, 'Disgust': 0.008763168007135391, 'Fear': 0.03843288868665695, 'Happy': 0.9298319220542908, 'Neutral': 0.0021323771215975285, 'Sad': 0.0025089806877076626, 'Surprised': 0.012401890940964222}","Well, as long as he brought the stuff."
LIAM,00:48:41,00:48:44,Happy,"{'Anger': 0.005420108791440725, 'Calm': 0.0076717715710401535, 'Disgust': 0.17888614535331726, 'Fear': 0.11722994595766068, 'Happy': 0.526926577091217, 'Neutral': 0.02226405404508114, 'Sad': 0.13552573323249817, 'Surprised': 0.006075701210647821}","I can make you another banner, as well."
LIAM,00:48:44,00:48:47,Disgust,"{'Anger': 0.001772424322552979, 'Calm': 0.002222639974206686, 'Disgust': 0.7421911954879761, 'Fear': 0.03425740823149681, 'Happy': 0.0080454982817173, 'Neutral': 0.005116408225148916, 'Sad': 0.20512644946575165, 'Surprised': 0.0012679557548835874}",Yeah.
TRAVIS,00:48:47,00:48:50,Happy,"{'Anger': 0.0036146228667348623, 'Calm': 0.002377474680542946, 'Disgust': 0.030067220330238342, 'Fear': 0.01470671221613884, 'Happy': 0.9300293326377869, 'Neutral': 0.009753108955919743, 'Sad': 0.005980905145406723, 'Surprised': 0.0034706483129411936}","Marius still hasn't killed anyone, has he?"
MARISHA,00:48:50,00:48:52,Fear,"{'Anger': 0.0032927521970123053, 'Calm': 0.0012055659899488091, 'Disgust': 0.006115148309618235, 'Fear': 0.4912392497062683, 'Happy': 0.48662319779396057, 'Neutral': 0.0028961992356926203, 'Sad': 0.005927626974880695, 'Surprised': 0.0027003539726138115}","No, he sucks, that's what I said!"
LAURA,00:48:52,00:48:53,Fear,"{'Anger': 0.000530953286215663, 'Calm': 0.00386583199724555, 'Disgust': 0.010279055684804916, 'Fear': 0.684590756893158, 'Happy': 0.01135717611759901, 'Neutral': 0.002691566711291671, 'Sad': 0.28213489055633545, 'Surprised': 0.004549758043140173}","No, he's fine, he's good."
TALIESIN,00:48:53,00:48:55,Happy,"{'Anger': 0.005691619589924812, 'Calm': 0.0042864661663770676, 'Disgust': 0.0358811691403389, 'Fear': 0.018627433106303215, 'Happy': 0.9068433046340942, 'Neutral': 0.003918594215065241, 'Sad': 0.004108034074306488, 'Surprised': 0.020643386989831924}",Plenty of reasonable people I know haven't killed anybody.
TRAVIS,00:48:55,00:48:59,Sad,"{'Anger': 0.0019672203343361616, 'Calm': 0.0034252293407917023, 'Disgust': 0.3228580057621002, 'Fear': 0.20353351533412933, 'Happy': 0.06911170482635498, 'Neutral': 0.013529093004763126, 'Sad': 0.38354697823524475, 'Surprised': 0.002028222195804119}",Name one.
TALIESIN,00:48:59,00:49:04,Sad,"{'Anger': 0.0002038234961219132, 'Calm': 0.0036948274355381727, 'Disgust': 0.0086051095277071, 'Fear': 0.03693695738911629, 'Happy': 0.0007593022310175002, 'Neutral': 0.00261897686868906, 'Sad': 0.9460251331329346, 'Surprised': 0.0011558994883671403}","Okay, that's a fair point. (laughter)"
LAURA,00:49:04,00:49:05,Happy,"{'Anger': 0.002405878622084856, 'Calm': 0.002292350400239229, 'Disgust': 0.04870050773024559, 'Fear': 0.41013431549072266, 'Happy': 0.43307262659072876, 'Neutral': 0.011030756868422031, 'Sad': 0.09013257920742035, 'Surprised': 0.0022309785708785057}",That's really sad.
ASHLEY,00:49:05,00:49:06,Disgust,"{'Anger': 0.010905166156589985, 'Calm': 0.006583238020539284, 'Disgust': 0.5856227874755859, 'Fear': 0.028213508427143097, 'Happy': 0.30190005898475647, 'Neutral': 0.01404612883925438, 'Sad': 0.04549289122223854, 'Surprised': 0.007236170116811991}",It is sad.
TRAVIS,00:49:06,00:49:07,Disgust,"{'Anger': 0.001731641124933958, 'Calm': 0.002849827753379941, 'Disgust': 0.7322548627853394, 'Fear': 0.06740342825651169, 'Happy': 0.01110871322453022, 'Neutral': 0.0032363380305469036, 'Sad': 0.17838747799396515, 'Surprised': 0.003027599770575762}",We need to be better people.
TALIESIN,00:49:07,00:49:12,Disgust,"{'Anger': 0.004750063177198172, 'Calm': 0.00867415126413107, 'Disgust': 0.39297810196876526, 'Fear': 0.2172674536705017, 'Happy': 0.2464398443698883, 'Neutral': 0.005404850468039513, 'Sad': 0.0972207710146904, 'Surprised': 0.027264708653092384}",I'm seriously worrying about a lot of decisions I made in my life. (laughter)
TRAVIS,00:49:12,00:49:14,Fear,"{'Anger': 0.0006813698564656079, 'Calm': 0.0014789444394409657, 'Disgust': 0.0057317535392940044, 'Fear': 0.8839906454086304, 'Happy': 0.004834120161831379, 'Neutral': 0.0017265862552449107, 'Sad': 0.09982744604349136, 'Surprised': 0.0017291660187765956}","Yes, but they were all bad."
TALIESIN,00:49:14,00:49:17,Disgust,"{'Anger': 0.0018815456423908472, 'Calm': 0.005238042678683996, 'Disgust': 0.47568732500076294, 'Fear': 0.10854198038578033, 'Happy': 0.02181682363152504, 'Neutral': 0.0049255588091909885, 'Sad': 0.37757551670074463, 'Surprised': 0.004333260469138622}","I mean, it's rough out there."
LAURA,00:49:17,00:49:25,Happy,"{'Anger': 0.0038236065302044153, 'Calm': 0.0025055683217942715, 'Disgust': 0.023822270333766937, 'Fear': 0.03314393013715744, 'Happy': 0.9187247157096863, 'Neutral': 0.006041662767529488, 'Sad': 0.0076446314342319965, 'Surprised': 0.004293506033718586}","What if we turn into giant birds, and we just grab everyone, and we fly, and that way we don't have to walk across the island? And we can get there super fast!"
SAM,00:49:25,00:49:27,Happy,"{'Anger': 0.002541513182222843, 'Calm': 0.002057705307379365, 'Disgust': 0.003601131262257695, 'Fear': 0.054575029760599136, 'Happy': 0.9235087037086487, 'Neutral': 0.003131245030090213, 'Sad': 0.0027210295666009188, 'Surprised': 0.007863827049732208}","Grab everyone, you mean us, grab us?"
SAM,00:49:27,00:49:30,Happy,"{'Anger': 0.007960098795592785, 'Calm': 0.007262596860527992, 'Disgust': 0.008008072152733803, 'Fear': 0.016668936237692833, 'Happy': 0.83912193775177, 'Neutral': 0.0063146003521978855, 'Sad': 0.0021416216623038054, 'Surprised': 0.11252210289239883}","Yeah, that sounds good."
TALIESIN,00:49:30,00:49:33,Sad,"{'Anger': 0.00016945139213930815, 'Calm': 0.0036913768853992224, 'Disgust': 0.007519575767219067, 'Fear': 0.021761933341622353, 'Happy': 0.0005558495176956058, 'Neutral': 0.002967605832964182, 'Sad': 0.9623042345046997, 'Surprised': 0.0010300212306901813}","Are we going to Wonder Twins this, is that the plan?"
TRAVIS,00:49:33,00:49:40,Disgust,"{'Anger': 0.0034984429366886616, 'Calm': 0.0015152700943872333, 'Disgust': 0.9761241674423218, 'Fear': 0.002074803691357374, 'Happy': 0.002647719345986843, 'Neutral': 0.003247404471039772, 'Sad': 0.00944647565484047, 'Surprised': 0.0014456402277573943}","Or you could just go and come back before dinner, unless you wanted to also scope out the Shaded Tangle entrance?"
TALIESIN,00:49:40,00:49:44,Disgust,"{'Anger': 0.003024774370715022, 'Calm': 0.00138590217102319, 'Disgust': 0.9789397120475769, 'Fear': 0.0017993173096328974, 'Happy': 0.0036542245652526617, 'Neutral': 0.003208409994840622, 'Sad': 0.006646896246820688, 'Surprised': 0.0013408793602138758}",I'll also say: I'm a little worried about eating the food.
LAURA,00:49:44,00:49:45,Sad,"{'Anger': 0.00015711634478066117, 'Calm': 0.003030396532267332, 'Disgust': 0.008199748583137989, 'Fear': 0.02616761066019535, 'Happy': 0.0005743282963521779, 'Neutral': 0.0035080707166343927, 'Sad': 0.9575521945953369, 'Surprised': 0.0008105767774395645}","I know, I am, too."
MARISHA,00:49:45,00:49:48,Disgust,"{'Anger': 0.0024102376773953438, 'Calm': 0.0027132052928209305, 'Disgust': 0.8589215874671936, 'Fear': 0.02836202085018158, 'Happy': 0.019572407007217407, 'Neutral': 0.00409984914585948, 'Sad': 0.08145108819007874, 'Surprised': 0.002469527767971158}","Well, we volunteered to help cook, so we'll get a closer--"
TALIESIN,00:49:48,00:49:50,Sad,"{'Anger': 0.0002548404154367745, 'Calm': 0.0038342238403856754, 'Disgust': 0.03563820198178291, 'Fear': 0.012226030230522156, 'Happy': 0.0007235170342028141, 'Neutral': 0.004581983666867018, 'Sad': 0.9416911005973816, 'Surprised': 0.0010500189382582903}",That's why I did.
SAM,00:49:50,00:49:52,Fear,"{'Anger': 0.002127215499058366, 'Calm': 0.001423309906385839, 'Disgust': 0.00316911400295794, 'Fear': 0.6207212805747986, 'Happy': 0.35902783274650574, 'Neutral': 0.003161471104249358, 'Sad': 0.006976777222007513, 'Surprised': 0.003392997430637479}",Is it because of gluten?
TALIESIN,00:49:52,00:49:56,Disgust,"{'Anger': 0.0025022034533321857, 'Calm': 0.0019279110711067915, 'Disgust': 0.9486579895019531, 'Fear': 0.004210063721984625, 'Happy': 0.006807326339185238, 'Neutral': 0.008583329617977142, 'Sad': 0.025987984612584114, 'Surprised': 0.001323296339251101}","I mean, that's a concern, but I'm pretty sure I'm fine. No."
MARISHA,00:49:56,00:49:57,Sad,"{'Anger': 0.00028984161326661706, 'Calm': 0.003143203677609563, 'Disgust': 0.03409986197948456, 'Fear': 0.023133927956223488, 'Happy': 0.00125915149692446, 'Neutral': 0.004477057605981827, 'Sad': 0.932716429233551, 'Surprised': 0.0008805555989965796}","The avocado thing, makes sense."
TRAVIS,00:49:57,00:50:00,Fear,"{'Anger': 0.0013503701193258166, 'Calm': 0.007007863838225603, 'Disgust': 0.06568308174610138, 'Fear': 0.4430908262729645, 'Happy': 0.07906747609376907, 'Neutral': 0.006523742340505123, 'Sad': 0.3876953423023224, 'Surprised': 0.009581254795193672}",International food can be quite rewarding. You should really give it a try.
TALIESIN,00:50:00,00:50:05,Disgust,"{'Anger': 0.0019230212783440948, 'Calm': 0.0034020247403532267, 'Disgust': 0.7386455535888672, 'Fear': 0.028265541419386864, 'Happy': 0.007437678519636393, 'Neutral': 0.005705483257770538, 'Sad': 0.21249815821647644, 'Surprised': 0.002122459700331092}",Considering that the only person who's eaten anything on this island so far is--
ASHLEY,00:50:05,00:50:13,Disgust,"{'Anger': 0.001926700002513826, 'Calm': 0.002590377116575837, 'Disgust': 0.9032742977142334, 'Fear': 0.013644270598888397, 'Happy': 0.005408165510743856, 'Neutral': 0.0035850289277732372, 'Sad': 0.06717856228351593, 'Surprised': 0.002392473164945841}","Yeah, it was a little tough to eat, but I think I'm very excited to try the food of the land."
LAURA,00:50:13,00:50:15,Happy,"{'Anger': 0.003414840204641223, 'Calm': 0.0015957116847857833, 'Disgust': 0.004746482707560062, 'Fear': 0.009381850250065327, 'Happy': 0.9722757935523987, 'Neutral': 0.0038856493774801493, 'Sad': 0.0014840435469523072, 'Surprised': 0.0032155646476894617}",Do you feel like it's going to give you the shits?
ASHLEY,00:50:15,00:50:16,Sad,"{'Anger': 0.00019251875346526504, 'Calm': 0.0030584591440856457, 'Disgust': 0.01432708278298378, 'Fear': 0.020572254434227943, 'Happy': 0.0005515336524695158, 'Neutral': 0.00326648261398077, 'Sad': 0.9570810794830322, 'Surprised': 0.0009506718488410115}",Say again?
TRAVIS,00:50:16,00:50:17,Fear,"{'Anger': 0.0015515584964305162, 'Calm': 0.007989443838596344, 'Disgust': 0.048138123005628586, 'Fear': 0.564929723739624, 'Happy': 0.16060106456279755, 'Neutral': 0.0058464896865189075, 'Sad': 0.1879662722349167, 'Surprised': 0.022977324202656746}","It was spicy, wasn't it?"
ASHLEY,00:50:17,00:50:27,Fear,"{'Anger': 0.00284208613447845, 'Calm': 0.004263870883733034, 'Disgust': 0.17806650698184967, 'Fear': 0.4575607180595398, 'Happy': 0.17237764596939087, 'Neutral': 0.006872547324746847, 'Sad': 0.17198380827903748, 'Surprised': 0.006032829638570547}","It was spicy, but I don't think it's going to go bad the further down it goes, you know? I think it's okay. I think the food's going to be very good."
