speaker,start_time,end_time,emotion,scores
MARISHA,02:40:55,02:40:56,disgust,"{'angry': 0.0018824849976226687, 'calm': 0.00046904291957616806, 'disgust': 0.9577701687812805, 'fearful': 0.0054197292774915695, 'happy': 0.0016984911635518074, 'sad': 0.030353697016835213, 'surprised': 0.0024063473101705313}"
MATT,02:40:56,02:40:57,happy,"{'angry': 0.03149339184165001, 'calm': 0.001431759330444038, 'disgust': 0.05528581514954567, 'fearful': 0.010911813005805016, 'happy': 0.6884850263595581, 'sad': 0.0016002283664420247, 'surprised': 0.21079204976558685}"
MARISHA,02:40:57,02:40:59,sad,"{'angry': 0.000538027728907764, 'calm': 0.0015732655301690102, 'disgust': 0.0368514358997345, 'fearful': 0.11818572133779526, 'happy': 0.0007238456746563315, 'sad': 0.8411757349967957, 'surprised': 0.000952006783336401}"
MATT,02:40:59,02:41:05,disgust,"{'angry': 0.002472527092322707, 'calm': 0.0004693412338383496, 'disgust': 0.9679393768310547, 'fearful': 0.004823886789381504, 'happy': 0.002373293275013566, 'sad': 0.019946807995438576, 'surprised': 0.001974688144400716}"
MARISHA,02:41:05,02:41:12,disgust,"{'angry': 0.0030903576407581568, 'calm': 0.0006056991405785084, 'disgust': 0.961245059967041, 'fearful': 0.006800524890422821, 'happy': 0.0033639557659626007, 'sad': 0.023343829438090324, 'surprised': 0.001550510642118752}"
MATT,02:41:12,02:41:23,disgust,"{'angry': 0.0023892030585557222, 'calm': 0.000660284364130348, 'disgust': 0.9324241280555725, 'fearful': 0.010198722593486309, 'happy': 0.002217393834143877, 'sad': 0.050441473722457886, 'surprised': 0.0016687186434864998}"
MARISHA,02:41:23,02:41:26,disgust,"{'angry': 0.0026977232191711664, 'calm': 0.00043682922841981053, 'disgust': 0.9479468464851379, 'fearful': 0.010804135352373123, 'happy': 0.0030288132838904858, 'sad': 0.03227635845541954, 'surprised': 0.0028094383887946606}"
MATT,02:41:26,02:41:35,disgust,"{'angry': 0.0034515431616455317, 'calm': 0.0004263398004695773, 'disgust': 0.9787802696228027, 'fearful': 0.0028681685216724873, 'happy': 0.002648208988830447, 'sad': 0.00981456320732832, 'surprised': 0.0020110297482460737}"
MARISHA,02:41:35,02:41:42,disgust,"{'angry': 0.004710471723228693, 'calm': 0.000535401573870331, 'disgust': 0.9801619052886963, 'fearful': 0.002215027343481779, 'happy': 0.0034695263020694256, 'sad': 0.00710392976179719, 'surprised': 0.001803756458684802}"
MATT,02:41:42,02:41:43,disgust,"{'angry': 0.059572022408246994, 'calm': 0.009416630491614342, 'disgust': 0.6519413590431213, 'fearful': 0.14042168855667114, 'happy': 0.06443376839160919, 'sad': 0.07250233739614487, 'surprised': 0.0017122059362009168}"
LAURA,02:41:43,02:41:46,disgust,"{'angry': 0.0029621105641126633, 'calm': 0.0004274450766388327, 'disgust': 0.9760090112686157, 'fearful': 0.0035601253621280193, 'happy': 0.0026216567493975163, 'sad': 0.012443768791854382, 'surprised': 0.001975703751668334}"
MARISHA,02:41:46,02:41:47,disgust,"{'angry': 0.0018075777916237712, 'calm': 0.0007537002093158662, 'disgust': 0.8097564578056335, 'fearful': 0.02053692564368248, 'happy': 0.0014544975711032748, 'sad': 0.1632329225540161, 'surprised': 0.0024578366428613663}"
SAM,02:41:47,02:41:48,disgust,"{'angry': 0.0012369598262012005, 'calm': 0.0014518264215439558, 'disgust': 0.5547012090682983, 'fearful': 0.020609814673662186, 'happy': 0.0009148045210167766, 'sad': 0.41890794038772583, 'surprised': 0.0021774168126285076}"
MARISHA,02:41:48,02:41:53,disgust,"{'angry': 0.00268839905038476, 'calm': 0.00045599532313644886, 'disgust': 0.9591658115386963, 'fearful': 0.007480562664568424, 'happy': 0.002883331850171089, 'sad': 0.025042293593287468, 'surprised': 0.0022836008574813604}"
MARISHA,02:41:53,02:41:55,fearful,"{'angry': 0.0035334916319698095, 'calm': 0.0008010308374650776, 'disgust': 0.036537736654281616, 'fearful': 0.823056161403656, 'happy': 0.006607497110962868, 'sad': 0.1277405023574829, 'surprised': 0.0017236331477761269}"
TALIESIN,02:41:55,02:41:57,fearful,"{'angry': 0.001840032171458006, 'calm': 0.0013800649903714657, 'disgust': 0.014678552746772766, 'fearful': 0.8991888165473938, 'happy': 0.011542382650077343, 'sad': 0.0707724541425705, 'surprised': 0.0005977194523438811}"
MATT,02:41:57,02:42:04,disgust,"{'angry': 0.001954818842932582, 'calm': 0.0006438432610593736, 'disgust': 0.9258368015289307, 'fearful': 0.010007532313466072, 'happy': 0.00201236130669713, 'sad': 0.057628944516181946, 'surprised': 0.0019157810602337122}"
MARISHA,02:42:04,02:42:08,disgust,"{'angry': 0.0031298394314944744, 'calm': 0.0004196091613266617, 'disgust': 0.9718356132507324, 'fearful': 0.004788980819284916, 'happy': 0.0027456830721348524, 'sad': 0.01516004279255867, 'surprised': 0.001920187845826149}"
MATT,02:42:08,02:42:17,disgust,"{'angry': 0.020851923152804375, 'calm': 0.0016115204198285937, 'disgust': 0.6627838611602783, 'fearful': 0.19089707732200623, 'happy': 0.018861180171370506, 'sad': 0.10129258781671524, 'surprised': 0.0037018568255007267}"
MARISHA,02:42:17,02:42:21,disgust,"{'angry': 0.0036486173048615456, 'calm': 0.000339311285642907, 'disgust': 0.9770591855049133, 'fearful': 0.003677231725305319, 'happy': 0.002714051865041256, 'sad': 0.0101059814915061, 'surprised': 0.0024555742274969816}"
MATT,02:42:21,02:42:25,disgust,"{'angry': 0.002131104003638029, 'calm': 0.0005785341490991414, 'disgust': 0.9488729238510132, 'fearful': 0.007341956719756126, 'happy': 0.0021636495366692543, 'sad': 0.03709116205573082, 'surprised': 0.0018206886015832424}"
TALIESIN,02:42:25,02:42:28,disgust,"{'angry': 0.0029760939069092274, 'calm': 0.000571374548599124, 'disgust': 0.9703558683395386, 'fearful': 0.00440964987501502, 'happy': 0.0030264307279139757, 'sad': 0.01703540049493313, 'surprised': 0.0016251958440989256}"
TRAVIS,02:42:28,02:42:31,disgust,"{'angry': 0.00267854705452919, 'calm': 0.0009887444321066141, 'disgust': 0.9635076522827148, 'fearful': 0.0038832449354231358, 'happy': 0.0023525580763816833, 'sad': 0.02539106085896492, 'surprised': 0.0011981077259406447}"
MATT,02:42:31,02:42:36,disgust,"{'angry': 0.00454277778044343, 'calm': 0.00043483791523613036, 'disgust': 0.9809074997901917, 'fearful': 0.0019872121047228575, 'happy': 0.003340136492624879, 'sad': 0.006130177527666092, 'surprised': 0.002657427918165922}"
LIAM,02:42:36,02:42:39,disgust,"{'angry': 0.002864283975213766, 'calm': 0.000427301594754681, 'disgust': 0.9784292578697205, 'fearful': 0.002611038740724325, 'happy': 0.0020656511187553406, 'sad': 0.011108126491308212, 'surprised': 0.0024942613672465086}"
LAURA,02:42:39,02:42:43,disgust,"{'angry': 0.0020883851684629917, 'calm': 0.0005464634159579873, 'disgust': 0.9590237736701965, 'fearful': 0.005738392472267151, 'happy': 0.0022152229212224483, 'sad': 0.028513731434941292, 'surprised': 0.0018740277737379074}"
MATT,02:42:43,02:42:45,fearful,"{'angry': 0.006273031700402498, 'calm': 0.0015594161814078689, 'disgust': 0.11631020903587341, 'fearful': 0.6771463751792908, 'happy': 0.011910998262465, 'sad': 0.18488654494285583, 'surprised': 0.0019133553141728044}"
LAURA,02:42:45,02:42:46,fearful,"{'angry': 0.00333237461745739, 'calm': 0.0013949463609606028, 'disgust': 0.014814481139183044, 'fearful': 0.9194091558456421, 'happy': 0.02311459183692932, 'sad': 0.03729979693889618, 'surprised': 0.0006346000591292977}"
MATT,02:42:46,02:42:47,sad,"{'angry': 0.0007549787987954915, 'calm': 0.0013410145184025168, 'disgust': 0.23428277671337128, 'fearful': 0.022560829296708107, 'happy': 0.0004835439322050661, 'sad': 0.7380569577217102, 'surprised': 0.002519835950806737}"
TALIESIN,02:42:47,02:42:48,disgust,"{'angry': 0.009332384914159775, 'calm': 0.0014040458481758833, 'disgust': 0.9658277630805969, 'fearful': 0.004280934575945139, 'happy': 0.005943514406681061, 'sad': 0.012345539405941963, 'surprised': 0.000865784240886569}"
MARISHA,02:42:48,02:42:50,disgust,"{'angry': 0.004428607877343893, 'calm': 0.0006208576378412545, 'disgust': 0.9338599443435669, 'fearful': 0.017437251284718513, 'happy': 0.004689666908234358, 'sad': 0.03692832216620445, 'surprised': 0.002035395475104451}"
LAURA,02:42:50,02:42:51,sad,"{'angry': 0.0013708308106288314, 'calm': 0.0012025663163512945, 'disgust': 0.3122810423374176, 'fearful': 0.07813806086778641, 'happy': 0.0013796265702694654, 'sad': 0.6035807728767395, 'surprised': 0.0020470239687711}"
MATT,02:42:51,02:42:53,disgust,"{'angry': 0.0016051908023655415, 'calm': 0.001084210816770792, 'disgust': 0.5996321439743042, 'fearful': 0.035764358937740326, 'happy': 0.0013498221524059772, 'sad': 0.35823628306388855, 'surprised': 0.0023279704619199038}"
ORION,02:42:53,02:42:55,sad,"{'angry': 0.00015918716962914914, 'calm': 0.00266348198056221, 'disgust': 0.008094112388789654, 'fearful': 0.010956249199807644, 'happy': 0.00011327346874168143, 'sad': 0.976746678352356, 'surprised': 0.0012671147705987096}"
MATT,02:42:55,02:42:59,disgust,"{'angry': 0.006285408977419138, 'calm': 0.00045428230077959597, 'disgust': 0.9793506264686584, 'fearful': 0.0020979205146431923, 'happy': 0.004310206975787878, 'sad': 0.005220187362283468, 'surprised': 0.002281417604535818}"
TRAVIS,02:42:59,02:43:00,disgust,"{'angry': 0.0036252441350370646, 'calm': 0.002586452290415764, 'disgust': 0.8006276488304138, 'fearful': 0.033630505204200745, 'happy': 0.005812814459204674, 'sad': 0.15238510072231293, 'surprised': 0.0013322443701326847}"
MATT,02:43:00,02:43:02,disgust,"{'angry': 0.00556838046759367, 'calm': 0.0004665950546041131, 'disgust': 0.9804225564002991, 'fearful': 0.0018125955248251557, 'happy': 0.0028020557947456837, 'sad': 0.005830347537994385, 'surprised': 0.0030974901746958494}"
TRAVIS,02:43:02,02:43:04,sad,"{'angry': 0.0002828640572261065, 'calm': 0.001521498546935618, 'disgust': 0.030631497502326965, 'fearful': 0.018951496109366417, 'happy': 0.00020061909162905067, 'sad': 0.9470468759536743, 'surprised': 0.00136520282831043}"
MATT,02:43:04,02:43:09,disgust,"{'angry': 0.003320014337077737, 'calm': 0.0003974237770307809, 'disgust': 0.9793963432312012, 'fearful': 0.002715314505621791, 'happy': 0.002657734090462327, 'sad': 0.009195988066494465, 'surprised': 0.002317154547199607}"
TRAVIS,02:43:09,02:43:12,disgust,"{'angry': 0.010569014586508274, 'calm': 0.0013426527148112655, 'disgust': 0.9311955571174622, 'fearful': 0.017250211909413338, 'happy': 0.011571885086596012, 'sad': 0.026676883921027184, 'surprised': 0.00139390688855201}"
MATT,02:43:12,02:43:30,disgust,"{'angry': 0.004144866485148668, 'calm': 0.0005166347837075591, 'disgust': 0.9747756123542786, 'fearful': 0.003925452474504709, 'happy': 0.003342107404023409, 'sad': 0.011821547523140907, 'surprised': 0.0014738875906914473}"
ORION,02:43:30,02:43:34,disgust,"{'angry': 0.0031976434402167797, 'calm': 0.0005525153828784823, 'disgust': 0.9485099911689758, 'fearful': 0.010128063149750233, 'happy': 0.0029961359687149525, 'sad': 0.03282462805509567, 'surprised': 0.0017911343602463603}"
MATT,02:43:34,02:43:42,disgust,"{'angry': 0.0051065473817288876, 'calm': 0.0006993048009462655, 'disgust': 0.9470617771148682, 'fearful': 0.012398537248373032, 'happy': 0.004830571822822094, 'sad': 0.028327587991952896, 'surprised': 0.0015757055953145027}"
SAM,02:43:42,02:43:44,disgust,"{'angry': 0.0068088253028690815, 'calm': 0.0041510602459311485, 'disgust': 0.45583176612854004, 'fearful': 0.19742874801158905, 'happy': 0.011948185972869396, 'sad': 0.32210102677345276, 'surprised': 0.001730391290038824}"
MATT,02:43:44,02:43:45,sad,"{'angry': 0.001188072725199163, 'calm': 0.0013591094175353646, 'disgust': 0.4158867597579956, 'fearful': 0.029434338212013245, 'happy': 0.000837252358905971, 'sad': 0.5491136312484741, 'surprised': 0.002180855255573988}"
TALIESIN,02:43:45,02:43:50,disgust,"{'angry': 0.004277329426258802, 'calm': 0.0004353918775450438, 'disgust': 0.9727450609207153, 'fearful': 0.004965254105627537, 'happy': 0.004000306595116854, 'sad': 0.011791219003498554, 'surprised': 0.001785447122529149}"
MARISHA,02:43:50,02:43:53,disgust,"{'angry': 0.0033169526141136885, 'calm': 0.0004467631515581161, 'disgust': 0.9789454340934753, 'fearful': 0.002737997332587838, 'happy': 0.0024743624962866306, 'sad': 0.010124295018613338, 'surprised': 0.0019542251247912645}"
MATT,02:43:53,02:43:55,sad,"{'angry': 0.0012351606274023652, 'calm': 0.001582947326824069, 'disgust': 0.07111269235610962, 'fearful': 0.25865262746810913, 'happy': 0.0018599960021674633, 'sad': 0.664332926273346, 'surprised': 0.0012236227048560977}"
TALIESIN,02:43:55,02:43:57,disgust,"{'angry': 0.0029625166207551956, 'calm': 0.0005020086537115276, 'disgust': 0.97184157371521, 'fearful': 0.0042067780159413815, 'happy': 0.0023755028378218412, 'sad': 0.016517501324415207, 'surprised': 0.0015941854799166322}"
MATT,02:43:57,02:44:06,disgust,"{'angry': 0.0022823107428848743, 'calm': 0.0005768896080553532, 'disgust': 0.9546288251876831, 'fearful': 0.006568219978362322, 'happy': 0.002215310698375106, 'sad': 0.03202206268906593, 'surprised': 0.001706334063783288}"
TRAVIS,02:44:06,02:44:10,disgust,"{'angry': 0.0022617082577198744, 'calm': 0.0005445770220831037, 'disgust': 0.9694623947143555, 'fearful': 0.004148927982896566, 'happy': 0.0023990406189113855, 'sad': 0.0194411464035511, 'surprised': 0.001742177875712514}"
MATT,02:44:10,02:44:12,disgust,"{'angry': 0.0034543336369097233, 'calm': 0.0021052046213299036, 'disgust': 0.6658856868743896, 'fearful': 0.06143178790807724, 'happy': 0.004440245218575001, 'sad': 0.26110586524009705, 'surprised': 0.0015769487945362926}"
LAURA,02:44:12,02:44:13,sad,"{'angry': 0.0002828794240485877, 'calm': 0.002229376696050167, 'disgust': 0.01601419225335121, 'fearful': 0.10609304904937744, 'happy': 0.0005746197421103716, 'sad': 0.874066174030304, 'surprised': 0.000739735784009099}"
MATT,02:44:13,02:44:34,disgust,"{'angry': 0.003511561546474695, 'calm': 0.00046544906217604876, 'disgust': 0.9790428876876831, 'fearful': 0.0026704363990575075, 'happy': 0.0031638070940971375, 'sad': 0.00916993897408247, 'surprised': 0.0019758138805627823}"
TALIESIN,02:44:34,02:44:36,disgust,"{'angry': 0.0039823842234909534, 'calm': 0.00038627791218459606, 'disgust': 0.9799402356147766, 'fearful': 0.0026129991747438908, 'happy': 0.0030369493179023266, 'sad': 0.007733681704849005, 'surprised': 0.0023075619246810675}"
SAM,02:44:36,02:44:43,disgust,"{'angry': 0.0015383913414552808, 'calm': 0.0007279747514985502, 'disgust': 0.8184407949447632, 'fearful': 0.014748935587704182, 'happy': 0.0011302299099043012, 'sad': 0.16053684055805206, 'surprised': 0.002876957645639777}"
MATT,02:44:43,02:44:46,disgust,"{'angry': 0.00338596454821527, 'calm': 0.00041224731830880046, 'disgust': 0.9764951467514038, 'fearful': 0.0036162103060632944, 'happy': 0.0031066052615642548, 'sad': 0.01097161415964365, 'surprised': 0.002012183889746666}"
SAM,02:44:46,02:44:49,disgust,"{'angry': 0.002107784617692232, 'calm': 0.0005301469354890287, 'disgust': 0.9666643738746643, 'fearful': 0.004083698149770498, 'happy': 0.001815923023968935, 'sad': 0.02290305867791176, 'surprised': 0.001895065070129931}"
MATT,02:44:49,02:44:52,disgust,"{'angry': 0.00436616875231266, 'calm': 0.0011036471696570516, 'disgust': 0.9269694089889526, 'fearful': 0.016152385622262955, 'happy': 0.006311316043138504, 'sad': 0.04354996979236603, 'surprised': 0.0015471664955839515}"
SAM,02:44:52,02:44:54,disgust,"{'angry': 0.0017419287469238043, 'calm': 0.0011595688993111253, 'disgust': 0.6081231236457825, 'fearful': 0.03681536018848419, 'happy': 0.0014687724178656936, 'sad': 0.34854447841644287, 'surprised': 0.002146715996786952}"
MATT,02:44:54,02:44:57,sad,"{'angry': 0.0006849918281659484, 'calm': 0.0013757542474195361, 'disgust': 0.19174671173095703, 'fearful': 0.02244379371404648, 'happy': 0.00044520123628899455, 'sad': 0.781050443649292, 'surprised': 0.002253107028082013}"
MARISHA,02:44:57,02:45:00,disgust,"{'angry': 0.003111510770395398, 'calm': 0.0004779856826644391, 'disgust': 0.9799911975860596, 'fearful': 0.0022548867855221033, 'happy': 0.002496796427294612, 'sad': 0.009374387562274933, 'surprised': 0.002293140161782503}"
SAM,02:45:00,02:45:03,disgust,"{'angry': 0.0031849441584199667, 'calm': 0.00120066711679101, 'disgust': 0.6765366792678833, 'fearful': 0.065312959253788, 'happy': 0.003133805003017187, 'sad': 0.24858534336090088, 'surprised': 0.0020455752965062857}"
SAM,02:45:03,02:45:14,disgust,"{'angry': 0.0022732503712177277, 'calm': 0.0006055817939341068, 'disgust': 0.9571326375007629, 'fearful': 0.005740972235798836, 'happy': 0.0020719757303595543, 'sad': 0.030562210828065872, 'surprised': 0.0016133285826072097}"
TRAVIS,02:45:14,02:45:16,disgust,"{'angry': 0.0017267267685383558, 'calm': 0.0007514377357438207, 'disgust': 0.9095004200935364, 'fearful': 0.00972057692706585, 'happy': 0.0017253811238333583, 'sad': 0.07468660175800323, 'surprised': 0.0018888512859120965}"
LAURA,02:45:16,02:45:21,disgust,"{'angry': 0.0015285436529666185, 'calm': 0.0008655491401441395, 'disgust': 0.7265008091926575, 'fearful': 0.022342469543218613, 'happy': 0.0012092172401025891, 'sad': 0.2448335587978363, 'surprised': 0.0027198840398341417}"
MATT,02:45:21,02:45:31,disgust,"{'angry': 0.0042157527059316635, 'calm': 0.0004067079280503094, 'disgust': 0.9808530211448669, 'fearful': 0.002233141101896763, 'happy': 0.002759686904028058, 'sad': 0.007062003016471863, 'surprised': 0.002469552680850029}"
SAM,02:45:31,02:45:34,sad,"{'angry': 0.0003298734372947365, 'calm': 0.0013667894527316093, 'disgust': 0.024847885593771935, 'fearful': 0.04932285100221634, 'happy': 0.00032424257369711995, 'sad': 0.9226973652839661, 'surprised': 0.0011110648047178984}"
MATT,02:45:34,02:45:49,disgust,"{'angry': 0.003188211005181074, 'calm': 0.0004791865067090839, 'disgust': 0.977554440498352, 'fearful': 0.002943429397419095, 'happy': 0.0027479392010718584, 'sad': 0.011200055480003357, 'surprised': 0.001886666868813336}"
ORION,02:45:49,02:45:50,disgust,"{'angry': 0.0020915460772812366, 'calm': 0.0006903886096552014, 'disgust': 0.9290979504585266, 'fearful': 0.008012602105736732, 'happy': 0.0015470624202862382, 'sad': 0.056850433349609375, 'surprised': 0.0017101188423112035}"
MATT,02:45:50,02:45:51,sad,"{'angry': 0.0011016844073310494, 'calm': 0.0018386761657893658, 'disgust': 0.060179661959409714, 'fearful': 0.3199589252471924, 'happy': 0.002353021875023842, 'sad': 0.6135289669036865, 'surprised': 0.0010391038376837969}"
ORION,02:45:51,02:45:55,disgust,"{'angry': 0.0031533241271972656, 'calm': 0.0010181190446019173, 'disgust': 0.7994148135185242, 'fearful': 0.04167410731315613, 'happy': 0.003478777129203081, 'sad': 0.14921890199184418, 'surprised': 0.0020419328939169645}"
MATT,02:45:55,02:45:57,sad,"{'angry': 0.0007711555226705968, 'calm': 0.0013248827308416367, 'disgust': 0.0751306563615799, 'fearful': 0.11172930896282196, 'happy': 0.0008755804738029838, 'sad': 0.8088839054107666, 'surprised': 0.0012844768352806568}"
ORION,02:45:57,02:45:58,fearful,"{'angry': 0.0030281981453299522, 'calm': 0.0020028427243232727, 'disgust': 0.10645823925733566, 'fearful': 0.4872360825538635, 'happy': 0.005573633126914501, 'sad': 0.3944188058376312, 'surprised': 0.0012821696000173688}"
MATT,02:45:58,02:46:00,disgust,"{'angry': 0.0029522329568862915, 'calm': 0.0007237739628180861, 'disgust': 0.9423525929450989, 'fearful': 0.01020642090588808, 'happy': 0.003187567926943302, 'sad': 0.03901219740509987, 'surprised': 0.0015651538269594312}"
ORION,02:46:00,02:46:02,disgust,"{'angry': 0.004763632081449032, 'calm': 0.0010055111488327384, 'disgust': 0.7690903544425964, 'fearful': 0.07412558048963547, 'happy': 0.005914547014981508, 'sad': 0.1420009434223175, 'surprised': 0.003099402878433466}"
MATT,02:46:02,02:46:12,disgust,"{'angry': 0.0036163716576993465, 'calm': 0.0004495072935242206, 'disgust': 0.9774238467216492, 'fearful': 0.0032721774186939, 'happy': 0.002990738255903125, 'sad': 0.010449454188346863, 'surprised': 0.0017978379037231207}"
TRAVIS,02:46:12,02:46:14,sad,"{'angry': 0.0008252001134678721, 'calm': 0.0013671882916241884, 'disgust': 0.04973983019590378, 'fearful': 0.17595340311527252, 'happy': 0.0010496651520952582, 'sad': 0.7698643207550049, 'surprised': 0.0012003992451354861}"
LAURA,02:46:14,02:46:15,sad,"{'angry': 0.0004842268244829029, 'calm': 0.001439314684830606, 'disgust': 0.04862034693360329, 'fearful': 0.08370465040206909, 'happy': 0.0006160864140838385, 'sad': 0.8640798330307007, 'surprised': 0.0010555124608799815}"
MATT,02:46:15,02:46:46,disgust,"{'angry': 0.0033635813742876053, 'calm': 0.0005279432516545057, 'disgust': 0.9728127121925354, 'fearful': 0.00411280058324337, 'happy': 0.0028290501795709133, 'sad': 0.01482180692255497, 'surprised': 0.0015320217935368419}"
MARISHA,02:46:46,02:46:48,disgust,"{'angry': 0.002605173736810684, 'calm': 0.00044540202361531556, 'disgust': 0.9724820852279663, 'fearful': 0.0040857186540961266, 'happy': 0.00239744083955884, 'sad': 0.015987718477845192, 'surprised': 0.0019965418614447117}"
MATT,02:46:48,02:46:50,disgust,"{'angry': 0.0026055292692035437, 'calm': 0.000517055974341929, 'disgust': 0.9720997214317322, 'fearful': 0.0038720902521163225, 'happy': 0.0022897026501595974, 'sad': 0.016923317685723305, 'surprised': 0.0016924487426877022}"
LAURA,02:46:50,02:46:55,disgust,"{'angry': 0.005604377947747707, 'calm': 0.00031257112277671695, 'disgust': 0.9715080857276917, 'fearful': 0.00585824204608798, 'happy': 0.003485601395368576, 'sad': 0.01063304953277111, 'surprised': 0.002598065882921219}"
MATT,02:46:55,02:46:58,disgust,"{'angry': 0.0030537722632288933, 'calm': 0.0004885002854280174, 'disgust': 0.9764744639396667, 'fearful': 0.0032589526381343603, 'happy': 0.002703917445614934, 'sad': 0.012270635925233364, 'surprised': 0.001749729854054749}"
LAURA,02:46:58,02:47:00,disgust,"{'angry': 0.017887135967612267, 'calm': 0.0012488245265558362, 'disgust': 0.7578283548355103, 'fearful': 0.12765058875083923, 'happy': 0.018514085561037064, 'sad': 0.07230589538812637, 'surprised': 0.00456518167629838}"
MATT,02:47:00,02:47:03,disgust,"{'angry': 0.0020225888583809137, 'calm': 0.0007573930779471993, 'disgust': 0.8717570900917053, 'fearful': 0.017866672948002815, 'happy': 0.002059495309367776, 'sad': 0.10354980081319809, 'surprised': 0.001986887538805604}"
TALIESIN,02:47:03,02:47:06,disgust,"{'angry': 0.0033592362888157368, 'calm': 0.0006762976991012692, 'disgust': 0.9711369276046753, 'fearful': 0.004166654776781797, 'happy': 0.003024808131158352, 'sad': 0.01641935668885708, 'surprised': 0.0012167282402515411}"
MATT,02:47:06,02:47:10,disgust,"{'angry': 0.003043930046260357, 'calm': 0.00043034504051320255, 'disgust': 0.9733913540840149, 'fearful': 0.004299106542021036, 'happy': 0.0026925180573016405, 'sad': 0.014247340150177479, 'surprised': 0.001895447727292776}"
TALIESIN,02:47:10,02:47:11,disgust,"{'angry': 0.0025220660027116537, 'calm': 0.0008623136673122644, 'disgust': 0.9653952717781067, 'fearful': 0.003990872297435999, 'happy': 0.0024622518103569746, 'sad': 0.023500002920627594, 'surprised': 0.001267247716896236}"
MATT,02:47:11,02:47:16,disgust,"{'angry': 0.0018128592055290937, 'calm': 0.0007319285068660975, 'disgust': 0.9015913605690002, 'fearful': 0.011790543794631958, 'happy': 0.0018311323365196586, 'sad': 0.08032794296741486, 'surprised': 0.0019142687087878585}"
ORION,02:47:16,02:47:18,disgust,"{'angry': 0.0031647097785025835, 'calm': 0.0015939984004944563, 'disgust': 0.6637759804725647, 'fearful': 0.0619560144841671, 'happy': 0.0034650154411792755, 'sad': 0.2643619179725647, 'surprised': 0.0016824612393975258}"
TALIESIN,02:47:18,02:47:20,disgust,"{'angry': 0.00461451755836606, 'calm': 0.0003728794399648905, 'disgust': 0.9669373631477356, 'fearful': 0.007221081294119358, 'happy': 0.003692198544740677, 'sad': 0.014799092896282673, 'surprised': 0.0023629122879356146}"
LAURA,02:47:20,02:47:22,disgust,"{'angry': 0.002552181947976351, 'calm': 0.0007179902167990804, 'disgust': 0.8583033680915833, 'fearful': 0.02608616091310978, 'happy': 0.002600777428597212, 'sad': 0.10747043043375015, 'surprised': 0.002269105054438114}"
MATT,02:47:22,02:47:24,disgust,"{'angry': 0.004357608966529369, 'calm': 0.0004673973307944834, 'disgust': 0.9604132175445557, 'fearful': 0.008671270683407784, 'happy': 0.0033631608821451664, 'sad': 0.02095845527946949, 'surprised': 0.0017689761007204652}"
TALIESIN,02:47:24,02:47:30,disgust,"{'angry': 0.004119838587939739, 'calm': 0.000405356491683051, 'disgust': 0.9801498055458069, 'fearful': 0.0025353441014885902, 'happy': 0.002836931962519884, 'sad': 0.0077965292148292065, 'surprised': 0.0021560529712587595}"
ORION,02:47:30,02:47:35,disgust,"{'angry': 0.002571547171100974, 'calm': 0.00046882161404937506, 'disgust': 0.9672108292579651, 'fearful': 0.004898367915302515, 'happy': 0.002171922940760851, 'sad': 0.020753679797053337, 'surprised': 0.001924967742525041}"
MATT,02:47:35,02:47:41,disgust,"{'angry': 0.00453198654577136, 'calm': 0.000492046878207475, 'disgust': 0.9744215607643127, 'fearful': 0.0042310976423323154, 'happy': 0.0036887803580611944, 'sad': 0.011144443415105343, 'surprised': 0.001490157563239336}"
ORION,02:47:41,02:47:47,sad,"{'angry': 0.0011642668396234512, 'calm': 0.0012030848301947117, 'disgust': 0.22989977896213531, 'fearful': 0.06551998853683472, 'happy': 0.000959487515501678, 'sad': 0.6992784142494202, 'surprised': 0.0019750141073018312}"
MATT,02:47:47,02:47:49,disgust,"{'angry': 0.002318260259926319, 'calm': 0.00048319363850168884, 'disgust': 0.9718837738037109, 'fearful': 0.0036949701607227325, 'happy': 0.002308277413249016, 'sad': 0.017175205051898956, 'surprised': 0.0021363627165555954}"
ORION,02:47:49,02:47:50,disgust,"{'angry': 0.0026917769573628902, 'calm': 0.000418906711274758, 'disgust': 0.965970516204834, 'fearful': 0.006015834864228964, 'happy': 0.0026060405652970076, 'sad': 0.02019399031996727, 'surprised': 0.002102946862578392}"
MATT,02:47:50,02:47:55,sad,"{'angry': 0.0008466005674563348, 'calm': 0.00130686373449862, 'disgust': 0.12826387584209442, 'fearful': 0.07268330454826355, 'happy': 0.0008059436222538352, 'sad': 0.7946121692657471, 'surprised': 0.0014812364242970943}"
TRAVIS,02:47:55,02:47:56,sad,"{'angry': 0.00019137581693939865, 'calm': 0.0017673976253718138, 'disgust': 0.012153659015893936, 'fearful': 0.01815098151564598, 'happy': 0.00015431040083058178, 'sad': 0.966280996799469, 'surprised': 0.001301245647482574}"
MATT,02:47:56,02:48:02,sad,"{'angry': 0.00038478244096040726, 'calm': 0.0013983863173052669, 'disgust': 0.032032132148742676, 'fearful': 0.05886140093207359, 'happy': 0.0004019092011731118, 'sad': 0.9058650135993958, 'surprised': 0.0010563167743384838}"
ORION,02:48:02,02:48:04,sad,"{'angry': 0.0004198842216283083, 'calm': 0.0013666783925145864, 'disgust': 0.0631875991821289, 'fearful': 0.0248049795627594, 'happy': 0.00029764583450742066, 'sad': 0.9083730578422546, 'surprised': 0.0015501566231250763}"
